OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,ShapeSTArea,ShapeSTLength
5239,24,510,090300,3,245100903003,Block Group 3,G5030,S,258969,0,+39.3324082,-076.5990160,433436.4140625,3092.33639118189
5240,24,510,090400,1,245100904001,Block Group 1,G5030,S,263260,0,+39.3231989,-076.6059464,440502.7890625,3428.39739624266
5241,24,510,090400,2,245100904002,Block Group 2,G5030,S,88980,0,+39.3215472,-076.6081031,148877.94140625,1764.43867655565
5242,24,510,090500,1,245100905001,Block Group 1,G5030,S,411988,0,+39.3235471,-076.5993141,689370.76171875,4063.23441240842
5243,24,510,090600,1,245100906001,Block Group 1,G5030,S,116973,0,+39.3257845,-076.5874137,195740.453125,1970.37520617211
5244,24,510,090600,2,245100906002,Block Group 2,G5030,S,112462,0,+39.3272772,-076.5919670,188203.03515625,1850.84838913238
5245,24,510,090600,3,245100906003,Block Group 3,G5030,S,167835,0,+39.3241026,-076.5909714,280841.4140625,2109.39307488039
5246,24,510,090700,1,245100907001,Block Group 1,G5030,S,128848,0,+39.3230485,-076.5937715,215597.37890625,2245.15945216205
5247,24,510,090700,4,245100907004,Block Group 4,G5030,S,90170,0,+39.3201203,-076.5987425,150867.45703125,2005.95879236492
5248,24,510,271503,1,245102715031,Block Group 1,G5030,S,742763,1671,+39.3534054,-076.6448877,1246682.15625,6355.89257597704
5249,24,025,301202,4,240253012024,Block Group 4,G5030,S,2205013,2179,+39.4830243,-076.3305363,3710018.90625,9104.52236963688
5250,24,031,700826,2,240317008262,Block Group 2,G5030,S,797777,30740,+39.1159356,-077.2303898,1378238.2109375,6855.87924248047
5251,24,510,180300,1,245101803001,Block Group 1,G5030,S,152456,0,+39.2879744,-076.6322710,254842.62109375,2838.75579725528
5252,24,510,180300,2,245101803002,Block Group 2,G5030,S,137107,0,+39.2865674,-076.6338057,229176.40234375,2887.01087541934
5253,24,510,190100,2,245101901002,Block Group 2,G5030,S,247542,0,+39.2916164,-076.6427499,413837.38671875,3516.96673993803
5254,24,510,190300,2,245101903002,Block Group 2,G5030,S,171704,0,+39.2862942,-076.6445501,287002.6484375,2146.02732182962
5255,24,510,200200,1,245102002001,Block Group 1,G5030,S,142443,0,+39.2889892,-076.6559883,238113.26171875,2044.57846928884
5256,24,510,200200,2,245102002002,Block Group 2,G5030,S,540767,0,+39.2912033,-076.6623408,904028.46875,4543.51639918957
5257,24,015,030501,2,240150305012,Block Group 2,G5030,S,12252795,150678,+39.6591431,-075.8535105,20955254.875,27226.6632964243
5258,24,015,030601,2,240150306012,Block Group 2,G5030,S,28028466,206578,+39.6941705,-075.8478125,47753600.7617188,37551.8135013867
5259,24,015,030700,1,240150307001,Block Group 1,G5030,S,23643381,139551,+39.6974293,-076.0001744,40219395.3359375,32193.9179159873
5260,24,015,030400,1,240150304001,Block Group 1,G5030,S,1711830,0,+39.6140422,-075.8381822,2888201.4296875,8305.05686148359
5261,24,015,030700,2,240150307002,Block Group 2,G5030,S,21848882,94955,+39.6921739,-075.9580164,37111052.2382812,25408.8952964856
5262,24,015,031400,1,240150314001,Block Group 1,G5030,S,29067176,6484780,+39.6893695,-076.1803227,60118752.0703125,42031.751283508
5263,24,015,030200,2,240150302002,Block Group 2,G5030,S,8915761,848243,+39.5482366,-075.7964607,16443140.109375,20188.3339977007
5264,24,015,030903,1,240150309031,Block Group 1,G5030,S,2596719,41835,+39.6024728,-075.9430721,4450300.4375,10789.6636886212
5265,24,015,030601,1,240150306011,Block Group 1,G5030,S,17347103,70037,+39.7021911,-075.9044363,29462065.0195312,23760.2214523122
5266,24,015,030903,2,240150309032,Block Group 2,G5030,S,4262277,2449,+39.6073993,-075.9012117,7193946.78125,18311.7684419662
5267,24,015,031201,2,240150312012,Block Group 2,G5030,S,18401953,100100,+39.6154896,-076.0679877,31219880.4648438,33907.8592327343
5268,24,015,030100,1,240150301001,Block Group 1,G5030,S,39652166,10134400,+39.4502353,-075.9128104,83605833.3671875,41280.820927479
5269,24,015,030100,2,240150301002,Block Group 2,G5030,S,74650259,2603344,+39.4197658,-075.8325976,129578090.355469,58363.4136948456
5270,24,015,031301,2,240150313012,Block Group 2,G5030,S,15418599,71417,+39.6521411,-076.0948327,26167305.3242188,26345.5385158708
5271,24,015,030904,5,240150309045,Block Group 5,G5030,S,26319511,3754500,+39.5410001,-075.9338206,50629617.6015625,39902.9543646124
5272,24,031,700721,2,240317007212,Block Group 2,G5030,S,195843,0,+39.1589455,-077.2062198,326177.12890625,2627.84794714474
5273,24,510,250301,1,245102503011,Block Group 1,G5030,S,1214663,307661,+39.2608627,-076.6336921,2542825.14453125,9343.42037949673
5274,24,510,250303,1,245102503031,Block Group 1,G5030,S,653928,29558,+39.2652475,-076.6460930,1141829.0703125,5214.64360476489
5275,24,510,250401,1,245102504011,Block Group 1,G5030,S,537481,8091,+39.2387911,-076.6033750,910697.77734375,5290.85042170811
5276,24,510,250401,3,245102504013,Block Group 3,G5030,S,375905,23256,+39.2379767,-076.6138716,666275.16015625,3519.73329458433
5277,24,510,250402,1,245102504021,Block Group 1,G5030,S,169097,0,+39.2327160,-076.5987269,282217.52734375,2182.07849926919
5278,24,510,250402,3,245102504023,Block Group 3,G5030,S,283116,0,+39.2286079,-076.6034388,472461.2421875,3316.03746376179
5279,24,510,250402,4,245102504024,Block Group 4,G5030,S,151752,0,+39.2334732,-076.6019532,253276.88671875,2323.28533148028
5280,24,510,250500,4,245102505004,Block Group 4,G5030,S,190209,0,+39.2296167,-076.5895489,317425.9375,2665.98355280513
5281,24,510,270301,2,245102703012,Block Group 2,G5030,S,208883,0,+39.3460185,-076.5694216,349742.12890625,2605.56323109589
5282,24,510,270301,3,245102703013,Block Group 3,G5030,S,291342,0,+39.3472447,-076.5773971,487825.57421875,3317.83801455764
5283,24,510,270301,4,245102703014,Block Group 4,G5030,S,412017,0,+39.3506647,-076.5731598,689953.55078125,4068.65107600084
5284,24,510,270302,2,245102703022,Block Group 2,G5030,S,295328,0,+39.3434054,-076.5650894,494447.875,3332.71973620354
5285,24,510,270401,1,245102704011,Block Group 1,G5030,S,528714,0,+39.3494275,-076.5408005,885335.82421875,4312.74563053697
5286,24,510,270401,2,245102704012,Block Group 2,G5030,S,399499,0,+39.3465665,-076.5476803,668911.9453125,3938.85897290277
5287,24,510,270401,3,245102704013,Block Group 3,G5030,S,286642,0,+39.3413548,-076.5503933,479875.91796875,3014.29876030437
5288,24,510,270401,4,245102704014,Block Group 4,G5030,S,242422,0,+39.3442935,-076.5540968,405882.78125,2604.16684569574
5289,24,510,270402,1,245102704021,Block Group 1,G5030,S,234677,0,+39.3515854,-076.5469834,392993.06640625,2738.87202343198
5290,24,510,270402,2,245102704022,Block Group 2,G5030,S,311963,0,+39.3483512,-076.5550152,522370.91796875,3408.93526299312
5291,24,510,270402,3,245102704023,Block Group 3,G5030,S,258207,0,+39.3509237,-076.5593580,432387.171875,2895.13784758207
5292,24,031,700813,4,240317008134,Block Group 4,G5030,S,456915,11513,+39.1674905,-077.2094460,780371.7421875,4439.29677742008
5293,24,047,951300,1,240479513001,Block Group 1,G5030,S,10227357,656921,+38.1615098,-075.4090526,17631834.171875,19067.7524432971
5294,24,047,951700,3,240479517003,Block Group 3,G5030,S,19471057,16570972,+38.2424540,-075.1694727,58529568.5195312,40573.7041942787
5295,24,047,950100,3,240479501003,Block Group 3,G5030,S,357045,0,+38.4161667,-075.0561957,582496.8046875,4792.68937577675
5296,24,033,802204,1,240338022041,Block Group 1,G5030,S,1358921,0,+38.8711497,-076.8761289,2245098.90625,9105.30706820445
5297,24,031,700614,3,240317006143,Block Group 3,G5030,S,940883,12347,+39.1484236,-077.2735811,1587116.26953125,5921.60499203248
5298,24,510,090800,3,245100908003,Block Group 3,G5030,S,454758,0,+39.3168902,-076.6020921,760789.08203125,4267.87356533039
5299,24,510,090900,2,245100909002,Block Group 2,G5030,S,493525,0,+39.3089949,-076.6047003,825463.53125,4264.2522115794
5300,24,027,605602,2,240276056022,Block Group 2,G5030,S,2267651,2087,+39.1900692,-076.8858671,3783441.2734375,8820.73041209689
5301,24,031,700706,1,240317007061,Block Group 1,G5030,S,1297858,11722,+39.1512606,-077.2402468,2180679.7890625,7553.40197463286
5302,24,510,250500,3,245102505003,Block Group 3,G5030,S,769996,0,+39.2245149,-076.5931806,1284813.3125,5615.54562154591
5303,24,510,250500,5,245102505005,Block Group 5,G5030,S,353639,0,+39.2305363,-076.5946445,590180.921875,3592.79795607692
5304,24,510,260101,1,245102601011,Block Group 1,G5030,S,385762,0,+39.3493477,-076.5335598,645964.34765625,4886.95147967106
5305,24,510,260101,3,245102601013,Block Group 3,G5030,S,310913,0,+39.3389952,-076.5328937,520474.08203125,3638.47140020718
5306,24,510,260101,4,245102601014,Block Group 4,G5030,S,292989,0,+39.3401600,-076.5397047,490482.6484375,3629.92684078859
5307,24,510,260101,5,245102601015,Block Group 5,G5030,S,412187,0,+39.3437862,-076.5380990,690104.14453125,4012.89031134642
5308,24,031,700822,1,240317008221,Block Group 1,G5030,S,730342,0,+39.1383530,-077.2271642,1215687.0703125,5312.77466671672
5309,24,031,701205,3,240317012053,Block Group 3,G5030,S,1500171,6271,+39.0285785,-077.1366076,2499742.51953125,7898.06999740121
5310,24,510,270501,1,245102705011,Block Group 1,G5030,S,1048056,2012,+39.3656416,-076.5333011,1759153.08203125,7254.0244920428
5311,24,510,270501,2,245102705012,Block Group 2,G5030,S,390080,0,+39.3691011,-076.5424528,653558.5078125,3121.93252537106
5312,24,510,270501,3,245102705013,Block Group 3,G5030,S,433185,0,+39.3622584,-076.5389558,725640.6171875,5280.02369693486
5313,24,510,270501,4,245102705014,Block Group 4,G5030,S,448551,0,+39.3643275,-076.5460847,751422.6328125,3455.2533086224
5314,24,510,270502,1,245102705021,Block Group 1,G5030,S,380422,0,+39.3556180,-076.5350471,637132.6640625,3753.99487489563
5315,24,510,270502,2,245102705022,Block Group 2,G5030,S,430148,0,+39.3561135,-076.5418532,720424.49609375,4400.23787868986
5316,24,510,270502,3,245102705023,Block Group 3,G5030,S,319694,0,+39.3574900,-076.5477128,535452.73828125,3377.50143099732
5317,24,510,270600,4,245102706004,Block Group 4,G5030,S,323728,0,+39.3594074,-076.5608529,542239.01953125,3155.21159767056
5318,24,510,270600,2,245102706002,Block Group 2,G5030,S,291235,0,+39.3544200,-076.5629760,487744.50390625,3168.11036744652
5319,24,510,270600,3,245102706003,Block Group 3,G5030,S,341736,0,+39.3578187,-076.5693305,572377.73046875,3905.35532073401
5320,24,510,270600,6,245102706006,Block Group 6,G5030,S,182461,0,+39.3621153,-076.5716904,305638.79296875,3776.18350113559
5321,24,510,270600,5,245102706005,Block Group 5,G5030,S,224492,0,+39.3622964,-076.5666425,376053.01953125,2469.77561701262
5322,24,510,270701,1,245102707011,Block Group 1,G5030,S,236900,0,+39.3698295,-076.5642978,396923.01953125,2516.34990034411
5323,24,031,700713,2,240317007132,Block Group 2,G5030,S,189431,0,+39.1577267,-077.2011456,315487.17578125,2228.45139142312
5324,24,027,603004,3,240276030043,Block Group 3,G5030,S,11485341,30298,+39.2547247,-076.9010903,19233051.3085938,21146.0591970509
5325,24,027,605103,2,240276051032,Block Group 2,G5030,S,16520783,156601,+39.1821480,-076.9696226,27797351.9648438,24658.8300581494
5326,24,510,100200,1,245101002001,Block Group 1,G5030,S,107890,0,+39.2993744,-076.5999038,180408.87890625,2409.14432487148
5327,24,510,100200,2,245101002002,Block Group 2,G5030,S,121968,0,+39.3004033,-076.6022758,203950.1015625,2024.86711643713
5328,24,510,110100,2,245101101002,Block Group 2,G5030,S,68383,0,+39.3047287,-076.6130703,114362.0078125,1319.25906511387
5329,24,510,110200,3,245101102003,Block Group 3,G5030,S,132301,0,+39.3016801,-076.6162196,221237.13671875,1986.5480686381
5330,24,510,120100,1,245101201001,Block Group 1,G5030,S,649319,0,+39.3357847,-076.6135339,1086867.0546875,4424.94426857286
5331,24,013,507801,4,240135078014,Block Group 4,G5030,S,2035050,19480,+39.5555909,-077.0019547,3460777.53515625,9480.02166678577
5332,24,013,501001,2,240135010012,Block Group 2,G5030,S,19406546,40596,+39.6754541,-077.1364430,32865574.3515625,28702.0250896961
5333,24,013,513001,2,240135130012,Block Group 2,G5030,S,2439442,6407,+39.3818125,-077.1485723,4099351.859375,8916.027270315
5334,24,013,508103,4,240135081034,Block Group 4,G5030,S,2486896,6112,+39.5930464,-076.8387591,4203954.40625,11337.4614071623
5335,24,013,507702,3,240135077023,Block Group 3,G5030,S,4091964,2318,+39.5711480,-077.0137865,6898501.94921875,13977.7598467838
5336,24,013,508103,1,240135081031,Block Group 1,G5030,S,14186000,40020,+39.6417063,-076.8245390,24024209.7421875,23604.4794724506
5337,24,013,507702,2,240135077022,Block Group 2,G5030,S,402767,0,+39.5738835,-077.0002060,678784.6875,5256.76226937099
5338,24,013,508200,4,240135082004,Block Group 4,G5030,S,15557161,69991,+39.6237181,-076.8806386,26366167.421875,24413.2826263625
5339,24,013,508103,2,240135081032,Block Group 2,G5030,S,4873377,6242,+39.6128798,-076.8362592,8233238.66796875,11649.5099029754
5340,24,013,508200,3,240135082003,Block Group 3,G5030,S,8778430,14714,+39.5922884,-076.8920539,14827636.4609375,25425.6077750288
5341,24,013,508103,3,240135081033,Block Group 3,G5030,S,1835893,3204,+39.6275646,-076.8571882,3103991.42578125,10223.2220742587
5342,24,013,507801,2,240135078012,Block Group 2,G5030,S,2700008,3254,+39.5474307,-077.0093743,4552103.15234375,10113.1458532008
5343,24,013,507802,2,240135078022,Block Group 2,G5030,S,13791361,15597,+39.5097820,-077.0152832,23230724.515625,24957.8947180674
5344,24,013,505208,3,240135052083,Block Group 3,G5030,S,988404,765,+39.3680256,-076.9731654,1657314.37109375,5875.29991826134
5345,24,013,504202,3,240135042023,Block Group 3,G5030,S,11335807,22439,+39.4920477,-076.9510970,19097826.15625,19043.7936926526
5346,24,013,505208,4,240135052084,Block Group 4,G5030,S,558604,0,+39.3695818,-076.9663150,935925.58203125,4827.18225970583
5347,24,013,514100,1,240135141001,Block Group 1,G5030,S,7906099,9572,+39.4309402,-076.9854966,13284967.90625,15735.1742364015
5348,24,005,430900,1,240054309001,Block Group 1,G5030,S,803136,0,+39.2621534,-076.6904009,1341536.5,5397.90995929194
5349,24,039,930500,2,240399305002,Block Group 2,G5030,S,35629595,4616637,+38.0596375,-075.7564466,65018113.2421875,39347.1467610615
5350,24,031,703209,3,240317032093,Block Group 3,G5030,S,566177,0,+39.0402596,-077.0402196,939826.66015625,5117.62445000016
5351,24,031,701505,2,240317015052,Block Group 2,G5030,S,735545,0,+39.0349129,-076.9922313,1220795.296875,5931.69298028648
5352,24,031,700711,2,240317007112,Block Group 2,G5030,S,1828622,39187,+39.1268513,-077.1579962,3108096.17578125,7601.4176609818
5353,24,031,704100,4,240317041004,Block Group 4,G5030,S,694799,0,+39.0192005,-077.0811036,1152656.625,4380.64474058656
5354,24,031,702200,4,240317022004,Block Group 4,G5030,S,403549,0,+39.0142409,-077.0108405,669388.30078125,3577.89507918541
5355,24,031,706009,1,240317060091,Block Group 1,G5030,S,4482760,17178,+39.0049824,-077.2068760,7462446.6015625,13914.0942058711
5356,24,031,704700,2,240317047002,Block Group 2,G5030,S,371120,0,+38.9830018,-077.1019170,615051.35546875,3265.51219241723
5357,24,031,706005,2,240317060052,Block Group 2,G5030,S,2267594,14345,+39.0105384,-077.1757412,3784618.59375,10566.0476619362
5358,24,031,700810,1,240317008101,Block Group 1,G5030,S,1327470,11138,+39.1930272,-077.2076271,2231618.21484375,9780.39746844915
5359,24,031,705601,2,240317056012,Block Group 2,G5030,S,352522,0,+38.9579740,-077.0945480,583795.3203125,4345.27975354832
5360,24,031,701101,1,240317011011,Block Group 1,G5030,S,321695,0,+39.0815649,-077.1338425,534620.546875,2955.49550637525
5361,24,031,700500,2,240317005002,Block Group 2,G5030,S,43274303,158625,+39.1207959,-077.3764941,72249906.703125,39136.6406774273
5362,24,031,700811,2,240317008112,Block Group 2,G5030,S,1182225,8273,+39.1807583,-077.1968312,1983990.37109375,6778.11152653071
5363,24,031,700101,2,240317001012,Block Group 2,G5030,S,7281960,67272,+39.2142103,-077.1872608,12259856.1640625,18125.2874158246
5364,24,031,700608,1,240317006081,Block Group 1,G5030,S,9758279,3722987,+39.0521495,-077.2784751,22386047.0234375,26364.4434094341
5365,24,031,700604,2,240317006042,Block Group 2,G5030,S,16962876,2296443,+39.0758080,-077.3023608,32005338.3867188,34470.8195898421
5366,24,031,700811,1,240317008111,Block Group 1,G5030,S,328590,466,+39.1882791,-077.1926860,548487.02734375,3138.08981398732
5367,24,031,702101,1,240317021011,Block Group 1,G5030,S,439426,0,+39.0088817,-076.9966133,728786.4296875,5837.92977550329
5368,24,031,703100,2,240317031002,Block Group 2,G5030,S,273937,0,+39.0256460,-077.0248127,454535.484375,2774.27840347954
5369,24,031,701102,5,240317011025,Block Group 5,G5030,S,312166,0,+39.0732101,-077.1280706,518663.3515625,3134.01379938585
5370,24,031,701211,1,240317012111,Block Group 1,G5030,S,2726455,7745,+39.1111284,-077.1442485,4547764.15625,12448.5817709352
5371,24,031,700500,1,240317005001,Block Group 1,G5030,S,117182037,12312715,+39.1447022,-077.4453563,215554372.0625,84708.3352488671
5372,24,031,700206,3,240317002063,Block Group 3,G5030,S,9596189,12536,+39.2583946,-077.1770518,16048204.6523438,20750.4488268513
5373,24,031,700902,2,240317009022,Block Group 2,G5030,S,667084,0,+39.0849972,-077.1402946,1108723.63671875,4388.73194447388
5374,24,031,703702,1,240317037021,Block Group 1,G5030,S,321219,0,+39.0541542,-077.0532644,533418.70703125,3254.1792509664
5375,24,031,705601,3,240317056013,Block Group 3,G5030,S,266463,0,+38.9531841,-077.0981150,441237.3671875,3160.15678116195
5376,24,031,700604,4,240317006044,Block Group 4,G5030,S,8559727,18915,+39.1168924,-077.2944891,14271497.8203125,21229.7019654078
5377,24,510,272004,2,245102720042,Block Group 2,G5030,S,500964,0,+39.3676485,-076.6893339,839301.609375,5121.97367015378
5378,24,510,272005,2,245102720052,Block Group 2,G5030,S,278316,0,+39.3682587,-076.7010504,466292.62109375,3494.98719114623
5379,24,510,272005,1,245102720051,Block Group 1,G5030,S,290954,0,+39.3693966,-076.7056949,487478.63671875,3738.59058731479
5380,24,510,272005,3,245102720053,Block Group 3,G5030,S,358559,0,+39.3684439,-076.6971681,600735.2734375,4339.38762838743
5381,24,510,272004,1,245102720041,Block Group 1,G5030,S,207961,0,+39.3709330,-076.6883469,348444.73828125,3219.36801860788
5382,24,510,272003,1,245102720031,Block Group 1,G5030,S,322152,0,+39.3682213,-076.6785710,539735.16015625,3945.66563797737
5383,24,510,272003,2,245102720032,Block Group 2,G5030,S,297444,0,+39.3636330,-076.6795907,498272.78515625,3581.17277608596
5384,24,031,701800,2,240317018002,Block Group 2,G5030,S,450182,0,+38.9835343,-077.0188533,746098.98046875,3704.47769506265
5385,24,031,700103,2,240317001032,Block Group 2,G5030,S,13907047,251578,+39.2133881,-077.1044264,23613363.3515625,27165.9099874702
5386,24,031,706008,2,240317060082,Block Group 2,G5030,S,841703,2427,+38.9743549,-077.1893835,1398657.3984375,5750.69443241788
5387,24,031,701215,2,240317012152,Block Group 2,G5030,S,78316,0,+39.0241124,-077.1051584,129942.0234375,1626.00629674916
5388,24,031,700818,1,240317008181,Block Group 1,G5030,S,503498,0,+39.1736186,-077.2658333,838929.98046875,3816.80530159128
5389,24,031,701102,1,240317011021,Block Group 1,G5030,S,373741,0,+39.0772604,-077.1338985,621037.015625,3743.2133696634
5390,24,031,703301,3,240317033013,Block Group 3,G5030,S,390407,0,+39.0654364,-077.0940946,648517.73046875,4013.75105343443
5391,24,031,704000,1,240317040001,Block Group 1,G5030,S,407807,181,+39.0171016,-077.0465268,676829.62890625,3863.27109937057
5392,24,031,700810,2,240317008102,Block Group 2,G5030,S,1181297,46287,+39.1865814,-077.2101194,2046136.671875,11170.540836519
5393,24,031,705800,3,240317058003,Block Group 3,G5030,S,2282910,2780340,+38.9660822,-077.1596982,8385548.7265625,21823.7645036252
5394,24,510,120100,3,245101201003,Block Group 3,G5030,S,91672,0,+39.3378261,-076.6195170,153455.60546875,1744.77756315742
5395,24,510,120300,1,245101203001,Block Group 1,G5030,S,77471,0,+39.3227518,-076.6125832,129624.640625,1760.49692987479
5396,24,510,120300,3,245101203003,Block Group 3,G5030,S,76649,0,+39.3201668,-076.6124924,128241.77734375,1752.78383827887
5397,24,510,120300,4,245101203004,Block Group 4,G5030,S,175306,0,+39.3179659,-076.6123976,293291.92578125,2282.90573330608
5398,24,510,120400,2,245101204002,Block Group 2,G5030,S,125957,0,+39.3151590,-076.6129145,210711.2734375,2165.80371145789
5399,24,510,120600,1,245101206001,Block Group 1,G5030,S,105640,0,+39.3219054,-076.6178141,176759.56640625,1720.99217653713
5400,24,510,120600,2,245101206002,Block Group 2,G5030,S,222878,0,+39.3179400,-076.6175833,372876.1953125,2504.53728345858
5401,24,510,120700,1,245101207001,Block Group 1,G5030,S,221488,0,+39.3236786,-076.6236638,370612.44921875,2503.13795081501
5402,24,510,120700,2,245101207002,Block Group 2,G5030,S,131728,0,+39.3207664,-076.6227882,220401.68359375,2223.68747126519
5403,24,045,000100,3,240450001003,Block Group 3,G5030,S,372362,0,+38.3713186,-075.5797628,606740.92578125,4358.66419476753
5404,24,510,272003,3,245102720033,Block Group 3,G5030,S,376969,0,+39.3598672,-076.6841357,631425.94140625,5170.37176434247
5405,24,510,272003,4,245102720034,Block Group 4,G5030,S,664446,0,+39.3616828,-076.6927056,1113009.2578125,4582.76656927531
5406,24,510,272003,5,245102720035,Block Group 5,G5030,S,273703,0,+39.3660010,-076.6842683,458531.859375,3335.60608859113
5407,24,510,280101,1,245102801011,Block Group 1,G5030,S,142490,0,+39.3595836,-076.7098287,238670.82421875,2316.96732371127
5408,24,510,280101,2,245102801012,Block Group 2,G5030,S,917711,0,+39.3531805,-076.7032269,1536879.3671875,6749.98975050382
5409,24,510,280102,4,245102801024,Block Group 4,G5030,S,394985,0,+39.3363684,-076.7030458,661161.578125,3321.63668833318
5410,24,510,280102,5,245102801025,Block Group 5,G5030,S,421927,0,+39.3400647,-076.6983808,706333.08984375,3538.10084758086
5411,24,510,280200,2,245102802002,Block Group 2,G5030,S,896046,0,+39.3239299,-076.7013155,1499356.45703125,6718.86472160468
5412,24,510,120700,3,245101207003,Block Group 3,G5030,S,681211,9367,+39.3161793,-076.6236063,1155282.4140625,4669.54519058501
5413,24,510,130200,1,245101302001,Block Group 1,G5030,S,124159,0,+39.3124468,-076.6274382,207687.9609375,2556.97492517275
5414,24,510,130200,2,245101302002,Block Group 2,G5030,S,82349,0,+39.3115491,-076.6299872,137744.53515625,1597.6136651634
5415,24,510,130200,3,245101302003,Block Group 3,G5030,S,89141,0,+39.3121410,-076.6341168,149110.98828125,1795.30436969014
5416,24,510,130200,4,245101302004,Block Group 4,G5030,S,56974,0,+39.3134237,-076.6327380,95306.44921875,1456.14191016825
5417,24,510,130300,2,245101303002,Block Group 2,G5030,S,107567,0,+39.3129729,-076.6409251,179934.953125,2564.81013538898
5418,24,510,130300,3,245101303003,Block Group 3,G5030,S,149602,0,+39.3120394,-076.6427213,250246.34375,2448.22266296158
5419,24,510,130400,2,245101304002,Block Group 2,G5030,S,128124,0,+39.3152668,-076.6450659,214336.8984375,2822.21989028121
5420,24,510,130600,3,245101306003,Block Group 3,G5030,S,90991,0,+39.3288475,-076.6304691,152278.19921875,1899.97661295419
5421,24,510,130600,4,245101306004,Block Group 4,G5030,S,174684,0,+39.3302120,-076.6330281,292347.51953125,2831.33307892008
5422,24,510,200500,4,245102005004,Block Group 4,G5030,S,230152,0,+39.2828784,-076.6533707,384663.71875,2658.75618837223
5423,24,510,200600,1,245102006001,Block Group 1,G5030,S,1270205,30330,+39.2840120,-076.6637324,2173737.78515625,8431.45078245671
5424,24,510,280200,3,245102802003,Block Group 3,G5030,S,188253,0,+39.3264578,-076.7084496,315023.5703125,3329.14034436134
5425,24,510,280200,4,245102802004,Block Group 4,G5030,S,364283,0,+39.3319089,-076.7090301,609686.70703125,3696.2389875954
5426,24,510,280200,5,245102802005,Block Group 5,G5030,S,282156,0,+39.3299641,-076.7039338,472210.38671875,3481.07883361471
5427,24,510,280200,6,245102802006,Block Group 6,G5030,S,308222,0,+39.3305425,-076.6991639,515842.13671875,3214.95794779928
5428,24,510,280301,1,245102803011,Block Group 1,G5030,S,1380277,0,+39.3055470,-076.7006194,2308412.6015625,8066.8683994991
5429,24,510,280301,2,245102803012,Block Group 2,G5030,S,758090,7610,+39.3169499,-076.7077410,1280942.66015625,6043.7037138921
5430,24,510,280301,3,245102803013,Block Group 3,G5030,S,1022554,12640,+39.3129392,-076.6993446,1731632.578125,6712.07493347298
5431,24,510,280302,1,245102803021,Block Group 1,G5030,S,284958,0,+39.3207322,-076.6940002,476779.1796875,3227.47328045458
5432,24,035,810600,3,240358106003,Block Group 3,G5030,S,14735949,10112429,+38.9170250,-076.1873684,41089380.8476562,34541.6605849802
5433,24,035,810200,2,240358102002,Block Group 2,G5030,S,93481391,0,+39.1348478,-075.8436337,155588511.449219,71183.1166872795
5434,24,035,810400,2,240358104002,Block Group 2,G5030,S,62632108,9256726,+39.1082331,-076.0596594,119536880.089844,64799.1849522404
5435,24,035,810100,1,240358101001,Block Group 1,G5030,S,53326385,2653557,+39.2103418,-075.9666356,93370477.40625,50959.9625991255
5436,24,035,810400,1,240358104001,Block Group 1,G5030,S,39292484,5680529,+39.0443368,-076.1217248,74673428.3007812,37538.481463398
5437,24,035,810600,2,240358106002,Block Group 2,G5030,S,49510765,12159053,+38.9168850,-076.1382630,102035108.558594,60044.7837622279
5438,24,035,810200,1,240358102001,Block Group 1,G5030,S,87409502,66317,+39.2054414,-075.8223904,145862877.707031,60648.061668146
5439,24,035,810300,1,240358103001,Block Group 1,G5030,S,16893617,2660438,+39.1892971,-076.0300197,32601255.125,25998.0158664851
5440,24,035,990100,0,240359901000,Block Group 0,G5030,S,0,125865058,+38.8675414,-076.3212698,207922938.730469,126385.56695233
5441,24,035,810500,2,240358105002,Block Group 2,G5030,S,37103692,190086,+38.9687207,-076.0387310,61774722.7617188,32369.1075145508
5442,24,035,810300,2,240358103002,Block Group 2,G5030,S,45754543,2242341,+39.1502675,-076.0043328,79936110.734375,47333.8200207025
5443,24,035,810500,1,240358105001,Block Group 1,G5030,S,144669952,138311,+39.0158606,-075.9547712,240204859.417969,82708.5618719522
5444,24,027,605401,4,240276054014,Block Group 4,G5030,S,1379682,6639,+39.2363101,-076.8536778,2313905.18359375,7244.20983633204
5445,24,510,130600,1,245101306001,Block Group 1,G5030,S,442680,3815,+39.3237353,-076.6293166,747117.27734375,3745.04140737287
5446,24,510,130700,2,245101307002,Block Group 2,G5030,S,147284,0,+39.3359907,-076.6270564,246535.34375,2398.7143607192
5447,24,510,130700,1,245101307001,Block Group 1,G5030,S,128884,0,+39.3386681,-076.6314541,215752.53125,2349.90693945983
5448,24,510,130700,4,245101307004,Block Group 4,G5030,S,155164,0,+39.3353174,-076.6347126,259718.25390625,2189.46095438154
5449,24,510,130700,5,245101307005,Block Group 5,G5030,S,269006,0,+39.3405637,-076.6365696,450342.10546875,3005.18043625297
5450,24,510,130803,1,245101308031,Block Group 1,G5030,S,324591,0,+39.3374240,-076.6458533,543381.28125,5537.25658969223
5451,24,510,130803,2,245101308032,Block Group 2,G5030,S,170451,0,+39.3424585,-076.6428484,285367.07421875,2607.43351790323
